Meer dan 200 kg;;;;;;;;;;;;
Prijs per kg;0,95;1,29;1,53;2,26;3,06;3,29;3,63;4,00;5,85;2,38;3,75;5,91
Minimumtarief;190,15;259,95;306,30;453,05;612,15;659,85;727,45;800,65;1.171,85;476,90;751,30;1.183,85
